Ref;Location;lat;long;Region;Bioregion;Depth;Specie;Genus;Life-form;DBD;Mud %;CaCO3;OM;Corg
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.28618;;;;0.68884005
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.317225;;;;3.301101363
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.4938575;;;;0.3438792
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.4862125;;;;0.566620825
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.51241;;;;0.348650263
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.73176;;;;2.75775185
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.70602;;;;3.512133538
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.6047975;;;;3.41301505
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.4460775;;;;0.132375
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.367545;;;;0.098
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.399035;;;;0.118375
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.5551675;;;;0.565
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.607685;;;;0.479375
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.44109;;;;0.374375
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3514775;;;;0.0945
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3302125;;;;0.10275
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.37178;;;;0.11575
98;;-4.875779165;119.1142905;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.15;;;;0.35
98;;-4.875779165;119.1142905;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;0.76;;;;0.94
98;;-4.875779165;119.1142905;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.14;;;;0.38
98;;-4.875779165;119.1142905;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.09;;;;0.78
99;San Quint¡n Bay;30.44774507;-116.0100674;Caribean Sea;Tropical Atlantic;;Zostera marina;Zostera spp.;Opportinistic;;;;;0.59
99;San Quint¡n Bay;30.44774507;-116.0100674;Caribean Sea;Tropical Atlantic;;Zostera marina;Zostera spp.;Opportinistic;;;;;1.15
100;;21.89453505;38.28686815;SW Asia;Tropical Indo-Pacific;;mixed;mixed;;1.16;;;;0.59
101;;7.122664106;116.9343647;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;8.98;;;1.07
101;;7.122664106;116.9343647;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;4.09;;;0.71
101;;6.053776933;116.0540817;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;;17.14;;;0.3
102;;48.50993849;-122.5258347;NE America;Temperate North Atlantic;0.4;Zostera marina;Zostera spp.;Opportinistic;1.35;;;1.35;0.31
102;;;;NE America;Temperate North Atlantic;0.3;Zostera marina;Zostera spp.;Opportinistic;1.18;;;2.27;0.6
102;;;;NE America;Temperate North Atlantic;0.09;Zostera marina;Zostera spp.;Opportinistic;1.17;;;2.24;0.59
102;;;;NE America;Temperate North Atlantic;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.32;;;1.57;0.38
102;;;;NE America;Temperate North Atlantic;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.37;;;1.33;0.3
102;;;;NE America;Temperate North Atlantic;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.49;;;1.33;0.3
103;;58.273889;11.505278;Baltic Sea;Temperate North Atlantic;1.5;Zostera marina;Zostera spp.;Opportinistic;;;;;9.9
103;;;;Baltic Sea;Temperate North Atlantic;4;Zostera marina;Zostera spp.;Opportinistic;;;;;9.7
103;;58.248611;11.448333;Baltic Sea;Temperate North Atlantic;1.5;Zostera marina;Zostera spp.;Opportinistic;;;;;0.3
103;;;;Baltic Sea;Temperate North Atlantic;4;Zostera marina;Zostera spp.;Opportinistic;;;;;2.2
104;;-23.76587573;151.299943;E Australia;Tropical Indo-Pacific;;mixed;mixed;;0.625;82.68;;;4.41
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.17;51.87;;;1.895
104;;;;E Australia;Tropical Indo-Pacific;;mixed;mixed;;1.145;66.315;;;1.475
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;2.11;21.945;;;1.155
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.175;62.175;;;0.59
104;;;;E Australia;Tropical Indo-Pacific;;Halophila decipiens;Halophila spp.;Colonising;0.875;75.145;;;3.025
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.75;10.98;;;0.92
104;;;;E Australia;Tropical Indo-Pacific;;mixed;mixed;;1.65;9.645;;;1.225
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.48;15.12;;;0.735
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.345;16.725;;;0.78
104;;;;E Australia;Tropical Indo-Pacific;;mixed;mixed;;1.58;18.16;;;0.83
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.54;13.01;;;1.01
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.535;11.835;;;0.875
104;;;;E Australia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;2.075;3.305;;;0.165
104;;;;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;1.995;14.925;;;0.75
105;;50.798333;-0.996667;Atlantic Europe;Temperate North Atlantic;intertidal;Zostera spp.;Zostera spp.;Opportinistic;0.72;93.8;;;
105;;50.8175;-0.8925;Atlantic Europe;Temperate North Atlantic;intertidal;Zostera spp.;Zostera spp.;Opportinistic;0.68;87.5;;;
105;;50.83646509;-1.131291627;Atlantic Europe;Temperate North Atlantic;intertidal;Zostera spp.;Zostera spp.;Opportinistic;0.89;79.3;;;
105;;50.833889;-1.04;Atlantic Europe;Temperate North Atlantic;intertidal;Zostera augustifolia;Zostera spp.;Opportinistic;0.94;79.7;;;
105;;50.765278;-1.282222;Atlantic Europe;Temperate North Atlantic;intertidal;Zostera spp.;Zostera spp.;Opportinistic;1.27;66.62;;;
105;;50.733889;-1.156389;Atlantic Europe;Temperate North Atlantic;intertidal;Zostera augustifolia;Zostera spp.;Opportinistic;1.46;1.14;;;
106;;26.537725;-97.374339;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;1.24;;;;1.042
107;;27.82877821;-15.36981538;NW Africa;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;1.67;;;
107;;;;NW Africa;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;2.75;;;
107;;;;NW Africa;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;0.73;;;
107;;;;NW Africa;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;3.94;;;
107;;;;NW Africa;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;1.25;;;
107;;;;NW Africa;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;2.03;;;
108;;-32.2174777;115.7287735;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;1.048;1.643;;;0.539
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;1.035;1.927;;;1.047
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;1.150;2.069;;;0.936
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;0.882;7.150;;;1.037
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;0.845;8.854;;;0.996
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;0.805;9.629;;;0.975
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;1.051;11.034;;;1.976
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;0.829;0.971;;;1.628
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;0.883;1.199;;;1.432
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;0.911;1.052;;;0.498
108;;;;W Australia;Temperate Southern Oceans;1-10;Posidonia australis;Posidonia spp.;Persistent;1.031;0.940;;;0.404
109;;-36.82619005;175.7106505;E Australia;Temperate Southern Oceans;;mixed;mixed;;1.170;10.960;;;
110;Pearl Bay, Guangxi;;;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.51;14;;;
111;Terminos Lagoon, Mexico;18.73211079;-91.56407124;Caribean Sea;Tropical Atlantic;<1;Syringodium filiforme;Syringodium spp.;Opportinistic;0.91;43.78;;;1.34
111;Terminos Lagoon, Mexico;;;Caribean Sea;Tropical Atlantic;<1;Halodule wrightii;Halodule spp.;Colonising;1.09;43.51;;;1.58
111;Terminos Lagoon, Mexico;;;Caribean Sea;Tropical Atlantic;<1;Thalassia testudinum;Thalassia spp.;Persistent;1.32;28.47;;;1.44
112;Cancun;21.16359656;-86.76237485;Caribean Sea;Tropical Atlantic;1;Thalassia testudinum;Thalassia spp.;Persistent;;16.3;;;0.31
112;Cancun;;;Caribean Sea;Tropical Atlantic;2;Thalassia testudinum;Thalassia spp.;Persistent;;40.6;;;1.37
112;Puerto Morelos;20.84672956;-86.87362176;Caribean Sea;Tropical Atlantic;4;Thalassia testudinum;Thalassia spp.;Persistent;;31;;;0.91
112;Puerto Morelos;;;Caribean Sea;Tropical Atlantic;3.5;Thalassia testudinum;Thalassia spp.;Persistent;;17.1;;;0.36
112;Puerto Morelos;;;Caribean Sea;Tropical Atlantic;4;Thalassia testudinum;Thalassia spp.;Persistent;;25.1;;;0.61
113;National Marine Reserve Karimunjawa;-5.812845633;110.3136355;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;;;;;2.78
113;National Marine Reserve Karimunjawa;;;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;;;;1.69
113;National Marine Reserve Karimunjawa;;;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;;;;2.18
114;Riau Islands;1.219791561;104.59016;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;;1.45;;;
114;Riau Islands;0.886773572;104.4406162;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;;10.09;;;
115;Isla de San Andr‚s;12.54274653;-81.70280288;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;1.7;8.8;;3.8;1.31
115;Isla de San Andr‚s;;;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;1.6;5;;3.5;1.19
115;Isla de San Andr‚s;;;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;1.5;5.2;;3;0.99
115;Isla de San Andr‚s;;;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;1.6;2.1;;2.4;0.75
116;Barview, Pacific USA;45.57363412;-123.9631198;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.34;;;;0.696
116;Humboldt, Pacific USA;40.83273779;-124.1350914;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.06;;;;0.902
116;Lower Eel, Pacific USA;40.6351517;-124.3085448;NW America;Temperate North Pacific;;Zostera japonica;Zostera spp.;Opportinistic;1.4364;;;;0.284
116;Sallie`s Bend Pacific USA;44.61709361;-124.0221256;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.199;;;;0.946
116;Upper Eel, Pacific USA;40.67161706;-124.3082015;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.4518;;;;0.36
117;Pîauatahanui Inlet, NZ;-41.09757369;174.895982;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;1.01;11.1;;1.53;0.402
117;Pîauatahanui Inlet, NZ;;;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;1.28;15.4;;1.71;0.474
118;Guangxi in South China Sea;21.56634826;108.8006059;SE Asia;Tropical Indo-Pacific;;Zostera japonica;Zostera spp.;Opportinistic;1.21;0;;;0.55
118;Guangxi in South China Sea;;;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;1.27;0;;;0.02
118;Guangxi in South China Sea;;;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;1.24;0;;;0.24
118;Guangxi in South China Sea;;;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;1.36;0;;;0
118;Guangxi in South China Sea;;;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;1.2;0;;;0.12
119;Libong Island;7.232659104;99.38614031;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;;;;0.21
119;Libong Island;;;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;;;;0.24
119;Libong Island;;;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;;;;1.04
119;Libong Island;;;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;;;;;0.21
120;;36.46893;6.25130;Mediterranean Sea;Mediterranean;4.8;Posidonia oceanica;Posidonia spp.;Persistent;1.194;5.842;30.023;4.019;2.516
120;;36.46928;6.25078;Mediterranean Sea;Mediterranean;4.8;Posidonia oceanica;Posidonia spp.;Persistent;0.628;5.645;23.551;5.362;3.958
120;;36.46938;6.25099;Mediterranean Sea;Mediterranean;4.8;Posidonia oceanica;Posidonia spp.;Persistent;0.631;4.941;26.498;4.523;3.408
120;;36.46946;6.2512;Mediterranean Sea;Mediterranean;10.8;Posidonia oceanica;Posidonia spp.;Persistent;0.931;13.463;18.369;3.758;1.977
120;;36.46957;6.25039;Mediterranean Sea;Mediterranean;10.8;Posidonia oceanica;Posidonia spp.;Persistent;0.916;20.869;18.137;2.693;1.163
120;;36.54811;6.21020;Mediterranean Sea;Mediterranean;10.8;Posidonia oceanica;Posidonia spp.;Persistent;0.830;5.258;12.235;2.257;0.700
120;;36.823183;-2.38567;Mediterranean Sea;Mediterranean;18;Posidonia oceanica;Posidonia spp.;Persistent;1.002;22.464;44.578;3.831;1.878
120;;36.823183;-2.38567;Mediterranean Sea;Mediterranean;18;Posidonia oceanica;Posidonia spp.;Persistent;0.990;25.326;30.315;3.173;1.262
120;;36.823183;-2.38567;Mediterranean Sea;Mediterranean;18;Posidonia oceanica;Posidonia spp.;Persistent;0.881;28.926;29.036;3.070;1.544
120;;36.685379;-2.80373;Mediterranean Sea;Mediterranean;4.5;Posidonia oceanica;Posidonia spp.;Persistent;1.031;15.701;13.471;4.550;2.225
120;;36.685379;-2.80373;Mediterranean Sea;Mediterranean;4.5;Posidonia oceanica;Posidonia spp.;Persistent;0.580;6.588;23.795;14.012;6.251
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;Intermareal;Zostera noltii;Zostera spp.;Opportinistic;0.912;28.966;7.333;1.563;0.269
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;Intermareal;Zostera noltii;Zostera spp.;Opportinistic;1.022;;10.444;2.119;0.377
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;Intermareal;Zostera noltii;Zostera spp.;Opportinistic;0.979;;9.439;1.665;0.230
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;0.3;Zostera noltii;Zostera spp.;Opportinistic;1.469;30.575;16.436;3.457;0.828
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;0.3;Zostera noltii;Zostera spp.;Opportinistic;1.201;;64.697;2.623;0.614
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;0.3;Zostera noltii;Zostera spp.;Opportinistic;0.984;;13.278;1.501;0.312
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;Intermareal;Zostera noltii;Zostera spp.;Opportinistic;1.210;21.836;13.291;1.911;0.501
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;Intermareal;Zostera noltii;Zostera spp.;Opportinistic;0.963;;17.138;1.662;0.315
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;Intermareal;Zostera noltii;Zostera spp.;Opportinistic;0.950;;15.456;1.568;0.335
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;0.5;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.312;17.632;19.368;2.492;0.488
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;0.5;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.058;;14.360;2.653;0.535
120;;36.46893;-6.2513;Mediterranean Sea;Mediterranean;0.5;Cymodocea nodosa;Cymodocea spp.;Opportinistic;0.710;17.544;6.430;7.444;0.928
120;;36.823183;-2.385667;Mediterranean Sea;Mediterranean;6.8;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.193;16.381;6.470;1.233;0.255
120;;36.823183;-2.385667;Mediterranean Sea;Mediterranean;6.8;Cymodocea nodosa;Cymodocea spp.;Opportinistic;0.972;;5.635;5.422;0.164
120;;36.823183;-2.385667;Mediterranean Sea;Mediterranean;6.8;Cymodocea nodosa;Cymodocea spp.;Opportinistic;0.923;;5.621;1.164;0.259
120;;36.823183;-2.385667;Mediterranean Sea;Mediterranean;7.1;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.121;8.835;;1.268;0.247
120;;36.823183;-2.385667;Mediterranean Sea;Mediterranean;7.1;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.027;8.793;5.815;1.351;0.249
120;;36.823183;-2.385667;Mediterranean Sea;Mediterranean;7.1;Cymodocea nodosa;Cymodocea spp.;Opportinistic;0.986;;6.961;1.211;0.214
120;;36.49065;-4.69355;Mediterranean Sea;Mediterranean;0.5;Posidonia oceanica;Posidonia spp.;Persistent;0.793;5.402;16.691;5.173;2.806
120;;36.49065;-4.69355;Mediterranean Sea;Mediterranean;0.5;Posidonia oceanica;Posidonia spp.;Persistent;0.852;7.187;17.001;2.849;1.416
120;;36.49065;-4.69355;Mediterranean Sea;Mediterranean;0.5;Posidonia oceanica;Posidonia spp.;Persistent;0.772;7.334;18.084;4.073;2.101
120;;36.49065;-4.69355;Mediterranean Sea;Mediterranean;0.5;Posidonia oceanica;Posidonia spp.;Persistent;0.587;4.413;16.881;3.153;1.884
120;;36.49065;-4.69355;Mediterranean Sea;Mediterranean;0.5;Posidonia oceanica;Posidonia spp.;Persistent;0.574;6.117;19.289;4.059;1.986
120;;36.49065;-4.69355;Mediterranean Sea;Mediterranean;0.5;Posidonia oceanica;Posidonia spp.;Persistent;1.025;6.782;16.950;3.219;1.983
120;;37.254828;-1.760349;Mediterranean Sea;Mediterranean;15.9;Posidonia oceanica;Posidonia spp.;Persistent;1.260;22.786;29.999;1.238;0.783
120;;37.254828;-1.760349;Mediterranean Sea;Mediterranean;15.9;Posidonia oceanica;Posidonia spp.;Persistent;1.005;30.880;31.506;3.176;1.275
120;;37.254828;-1.760349;Mediterranean Sea;Mediterranean;15.9;Posidonia oceanica;Posidonia spp.;Persistent;1.045;28.085;30.902;3.228;1.661
120;;37.254828;-1.760349;Mediterranean Sea;Mediterranean;15.9;Posidonia oceanica;Posidonia spp.;Persistent;1.108;26.102;37.283;2.471;1.276
120;;36.753757;-3.249053;Mediterranean Sea;Mediterranean;4.2;Posidonia oceanica;Posidonia spp.;Persistent;0.788;7.482;4.395;2.711;1.210
120;;36.753757;-3.249053;Mediterranean Sea;Mediterranean;4.2;Posidonia oceanica;Posidonia spp.;Persistent;0.925;8.480;7.914;4.471;1.988
120;;36.753757;-3.249053;Mediterranean Sea;Mediterranean;4.2;Posidonia oceanica;Posidonia spp.;Persistent;1.022;9.496;4.737;3.973;1.733
120;;37.221601;-1.783238;Mediterranean Sea;Mediterranean;10.2;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.242;5.096;11.401;0.957;0.214
120;;37.221601;-1.783238;Mediterranean Sea;Mediterranean;10.2;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.131;7.800;9.271;0.991;0.182
120;;37.221601;-1.783238;Mediterranean Sea;Mediterranean;10.2;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.090;19.197;9.498;0.660;0.131
120;;37.221601;-1.783238;Mediterranean Sea;Mediterranean;12;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.474;34.916;13.147;1.197;0.267
120;;36.785917;-2.586683;Mediterranean Sea;Mediterranean;1.5;Posidonia oceanica;Posidonia spp.;Persistent;0.659;8.248;20.531;6.256;3.787
120;;36.785917;-2.586683;Mediterranean Sea;Mediterranean;1.5;Posidonia oceanica;Posidonia spp.;Persistent;0.801;6.975;24.345;6.837;3.969
120;;36.785917;-2.586683;Mediterranean Sea;Mediterranean;1.5;Posidonia oceanica;Posidonia spp.;Persistent;0.943;10.026;23.282;6.664;3.748
120;;36.78672;-2.59005;Mediterranean Sea;Mediterranean;1;Cymodocea nodosa;Cymodocea spp.;Opportinistic;0.630;0.609;23.871;1.104;0.248
120;;36.78672;-2.59005;Mediterranean Sea;Mediterranean;1;Posidonia oceanica;Posidonia spp.;Persistent;0.700;7.835;19.977;6.410;5.238
120;;36.7867222;-2.590055556;Mediterranean Sea;Mediterranean;0.7;Posidonia oceanica;Posidonia spp.;Persistent;0.467;8.435;18.581;10.081;6.423
120;;36.7867222;-2.590055556;Mediterranean Sea;Mediterranean;0.7;Posidonia oceanica;Posidonia spp.;Persistent;0.426;10.381;21.964;;4.719
120;;36.7867222;-2.590055556;Mediterranean Sea;Mediterranean;0.7;Posidonia oceanica;Posidonia spp.;Persistent;0.402;9.191;22.019;7.200;4.435
120;;36.7867222;-2.590055556;Mediterranean Sea;Mediterranean;2.3;Posidonia oceanica;Posidonia spp.;Persistent;0.847;5.275;22.083;4.351;2.744
120;;36.7878;-2.577517;Mediterranean Sea;Mediterranean;14.8;Posidonia oceanica;Posidonia spp.;Persistent;0.135;32.393;48.019;8.004;3.381
120;;36.7878;-2.577517;Mediterranean Sea;Mediterranean;14.8;Posidonia oceanica;Posidonia spp.;Persistent;1.260;32.313;46.648;2.369;3.402
120;;36.7878;-2.577517;Mediterranean Sea;Mediterranean;14.5;Posidonia oceanica;Posidonia spp.;Persistent;1.523;34.722;52.862;2.087;1.393
120;;36.7906;-2.58035;Mediterranean Sea;Mediterranean;10.5;Posidonia oceanica;Posidonia spp.;Persistent;1.421;12.694;33.407;;0.844
120;;37.34972;-1.67499;Mediterranean Sea;Mediterranean;5.5;Posidonia oceanica;Posidonia spp.;Persistent;0.821;13.277;20.303;5.052;2.692
120;;37.34972;-1.67499;Mediterranean Sea;Mediterranean;5.5;Posidonia oceanica;Posidonia spp.;Persistent;1.141;11.524;19.496;5.408;3.067
120;;37.34972;-1.67499;Mediterranean Sea;Mediterranean;5.5;Posidonia oceanica;Posidonia spp.;Persistent;0.714;10.720;19.323;6.328;3.554
120;;37.348977;-1.661482;Mediterranean Sea;Mediterranean;12.5;Posidonia oceanica;Posidonia spp.;Persistent;1.408;;55.737;;2.830
120;;37.348977;-1.661482;Mediterranean Sea;Mediterranean;12.5;Posidonia oceanica;Posidonia spp.;Persistent;0.636;17.387;37.821;3.546;2.696
120;;37.348977;-1.661482;Mediterranean Sea;Mediterranean;12.5;Posidonia oceanica;Posidonia spp.;Persistent;0.696;7.204;31.522;2.022;0.868
120;;37.342769;-1.650453;Mediterranean Sea;Mediterranean;18.5;Posidonia oceanica;Posidonia spp.;Persistent;1.271;10.340;48.083;0.406;3.789
120;;37.342769;-1.650453;Mediterranean Sea;Mediterranean;18.5;Posidonia oceanica;Posidonia spp.;Persistent;1.232;10.826;40.901;0.559;6.218
120;;37.342769;-1.650453;Mediterranean Sea;Mediterranean;18.5;Posidonia oceanica;Posidonia spp.;Persistent;1.366;14.910;63.279;2.660;5.618
120;;;;Mediterranean Sea;Mediterranean;5;Posidonia oceanica;Posidonia spp.;Persistent;1.070;1.576;83.533;6.010;2.254
120;;;;Mediterranean Sea;Mediterranean;10;Posidonia oceanica;Posidonia spp.;Persistent;1.366;0.553;93.980;4.793;1.707089626
120;;;;Mediterranean Sea;Mediterranean;15;Posidonia oceanica;Posidonia spp.;Persistent;0.991;1.824;89.092;3.443;1.119
120;;;;Mediterranean Sea;Mediterranean;25;Posidonia oceanica;Posidonia spp.;Persistent;1.509;2.297;87.180;3.173;1.035
120;;;;Mediterranean Sea;Mediterranean;5;Posidonia oceanica;Posidonia spp.;Persistent;0.810;9.039;83.627;7.856;3.048
121;Oyster Harbour;-34.980883329999997;117.9594546;W Australia;Temperate Southern Oceans;3;Posidonia australis;Posidonia spp.;Persistent;0.592433481;3.076132625;;;2.27732472
121;Garden Island (Western Australia);-32.159888888888801;115.671222222222;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.057435043;3.772247304;;;0.907893124
121;Garden Island (Western Australia);-32.158153252634598;115.671552062496;W Australia;Temperate Southern Oceans;4;Posidonia australis;Posidonia spp.;Persistent;1.065870276;0.733007056;;;1.002168052
121;Garden Island (Western Australia);-32.158231076494097;115.67267230330999;W Australia;Temperate Southern Oceans;6;Posidonia australis;Posidonia spp.;Persistent;1.021669364;0.826303056;;;0.39118742
121;Garden Island (Western Australia);-32.159901501836202;115.67174694993;W Australia;Temperate Southern Oceans;8;Posidonia australis;Posidonia spp.;Persistent;1.256743769;0.544680264;;;0.222290433
121;Stark Bay (Western Australia);-32.005938888888799;115.486069444444;W Australia;Temperate Southern Oceans;3;mixed;mixed;;1.188459634;;;;0.820477482
121;Stark Bay (Western Australia);-32.006302777777698;115.485758333333;W Australia;Temperate Southern Oceans;3;mixed;mixed;;1.496315509;1.838859571;;;1.598605248
121;Stark Bay (Western Australia);-32.0070972222222;115.483652777777;W Australia;Temperate Southern Oceans;3;mixed;mixed;;1.245739842;2.261005909;;;1.207197883
121;Stark Bay (Western Australia);-32.006272222222201;115.484563888888;W Australia;Temperate Southern Oceans;3;mixed;mixed;;0.931308809;3.721502857;;;1.870685006
121;Thomson Bay (Western Australia);-31.9989722222222;115.545033333333;W Australia;Temperate Southern Oceans;2;mixed;mixed;;0.853165236;;;;1.557623715
121;Thomson Bay (Western Australia);-31.999069444444402;115.544869444444;W Australia;Temperate Southern Oceans;2;mixed;mixed;;0.97760137;6.235439831;;;1.804976989
121;Thomson Bay (Western Australia);-31.999180555555501;115.54478611111099;W Australia;Temperate Southern Oceans;2;mixed;mixed;;0.911285069;5.467646931;;;1.674630143
